,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45
PEOE_VSA11,0.09146861252515436,0.06522637567529305,0.09974710994945708,-0.0437533937077714,-0.05359111062757722,-0.07233199901363127,-0.0724186328871508,0.02269326318428949,-0.18374659765763193,-0.052543184379050534,0.10075760933998013,0.026211046239949798,0.057288616221517784,0.004027305794682856,-0.058987634749134266,0.10144052371550287,0.002849940254684047,-0.022731726880126202,0.050987978797988456,-0.09623906118429779,-0.02596273554244441,-0.09428921482577857,0.08120723068882467,-0.006917799814351453,-0.036711826577636504,0.08569742429610028,-0.13231646968642374,0.07033980192167943,0.0555733799600149,0.04086859815495866,-0.04433765585168979,0.13113800894221322,0.12410716874315497,0.05705922980548528,-0.17732624126700522,0.06220608315940633,-0.13117674084128722,-0.0269616748832089,-0.150523582699562,-0.07237021455937534,-0.03445321277715759,-0.14174028630335173,-0.08518845449160335,0.18886956456751547,0.06766202405054408
PEOE_VSA12,0.02702757872430883,0.03634913285897134,0.21234635206865343,-0.038444647132082115,-0.024150816705052265,-0.02839788539969201,-0.06928047451466582,0.07249452680308659,0.11528771874089139,0.007169809208095346,-0.13221057793806346,-0.08356765451201494,0.06205969372197495,0.1165009942691727,-0.009286471000396979,-0.011177578428722308,-0.047462715913259804,-0.07438522614427714,-0.05188031522843854,-0.06104425381724765,-0.04654627927376077,0.11429862561151288,-0.15241468341059655,-0.02065682942240618,0.015070465640945944,-0.10259615497557115,0.2032412646884614,0.0985060157945365,0.07802521378678184,-0.01000099896165399,0.04644955885831209,-0.04299878852331995,-0.10248289352164522,0.09854198783851124,-0.01843006195289979,0.10290672496638613,-0.027570063190693828,-0.03696835579146533,0.12761951506684777,-0.02230479225709029,0.0778511628633364,0.09502271450153948,0.021391645879035442,-0.11150079529508178,-0.03510047907561742
PEOE_VSA13,0.0011565314039920884,0.12283497161130763,0.07203235297622987,-0.023630656149564676,0.1804558753956112,0.0531024097872905,-0.023075591972085977,0.052673417571876865,-0.036590438489460045,-0.07727995741572558,0.08405176923792596,0.17558249564964296,-0.15952150663862844,-0.054514249212711086,-0.05338455477583881,-0.06502292556701601,0.06055726591788288,0.10333359322464394,-0.045544629875807076,0.10591906458973205,-0.04037746685618734,0.10463052525274263,0.08223985955580537,-0.204616691419776,0.051881252178199326,-0.08841963915703283,0.006079348579606493,-0.09800700423606173,-0.0017158387286167996,-0.03965411980306533,-0.052300408251676866,-0.038968654605801,-0.08274768730343712,0.1321671891007117,0.051581243127302175,-0.03737241384003794,-0.04345323398358039,-0.10355713083078594,-0.044950309598981136,-0.06579198246333834,0.0933113024285108,0.032356150543390194,-0.009305577573681018,-0.01588218090352389,-0.09016017692163852
PEOE_VSA14,0.0632446713555874,0.06133499303388665,-0.035598721865649684,0.01720464907896001,0.10738892500687734,0.056276506749911775,0.043518558134120186,-0.13970680720087944,-0.1382428648615726,0.17995720641947463,-0.13633737139579016,0.1545126355523903,0.06563168802420616,0.016118097452801794,0.09663930997104811,-0.12212188962985902,0.05188983574733114,-0.027281317936442756,0.0034161488022908665,0.04638042010420558,-0.017082612141019263,-0.19179672238513595,0.001073645653371147,0.14465892106077716,-0.014360682989058727,-0.008064395697715138,0.018445659575526824,0.06205973097598666,-0.04006263614699716,0.043213474149706305,-0.04596210671123915,0.002751727558660407,0.07592542913474892,-0.06215324330814742,0.0594108634547867,0.033454427877941735,0.27523719072888353,-0.08259058401281738,-0.07980299274597728,0.06238922031478916,-0.04532077197763267,-0.13655295803681497,0.00027941190113006664,-0.05050626746930206,0.06708250916636442
PEOE_VSA2,0.02180880418358126,0.04265880991279821,0.12614357126775252,-0.21989893344747138,0.012838638800679363,0.03535799188783395,-0.0774763028275209,0.05333661524811315,0.0524423040554417,-0.07999944926037403,-0.05750509548444935,0.20538018499313754,-0.03790729204934512,0.06365433188199138,0.01265105116753125,0.07050675514509082,-0.08290723381277877,-0.05370519501128346,0.05982126637384314,0.1272027944284894,-0.06203860425841014,-0.10272657427466389,0.10893365906470712,-0.10055688692377125,-0.10082172287740829,-0.045807001411007964,0.1377483650654346,-0.04414558728270023,-0.05378767757202918,-0.09803600514458392,0.10254284128519875,0.0216737116051818,-0.05614231435797845,0.040615610189754806,-0.05028740100430518,0.05155217281637621,0.002213799707629277,-0.07283732463645101,0.08010742977715088,-0.0037277970885786077,-0.12498222883368958,-0.017400300605178887,0.10197074181367016,-0.09785941985617261,-0.05836897830590634
PEOE_VSA3,-0.007341193682438044,0.13777682614126852,0.06177340604160199,0.05791211291745342,0.07620925512874714,0.08532518412597596,-0.06555984371273656,-0.0890701001222005,-0.13585731350667266,0.08175803226316877,0.12351470006612783,-0.073316723739212,-0.041852135110502175,0.010465816653220716,-0.0956238690890577,-0.07549295476547829,0.029358675113783178,0.015932391853349076,0.02508000326403413,-0.16324035573200113,-0.01813074270267928,0.06916332772307038,-0.23209767245221402,0.04011574493499584,0.10317772937538472,-0.0471501885753641,0.09393557538464742,0.2460828963567299,0.04772850446616181,0.05945715699020213,-0.0808086670018862,-0.07834524861800485,0.1134057290650011,-0.043668539397211714,-0.042450631708090214,-0.034196127294233,0.06649714512436417,0.08610359938746091,0.08935026884587118,0.21583383652491986,0.06146129918799319,-0.039103818019219104,-0.09669471478897915,-0.04127772001229907,-0.06814788677274636
PEOE_VSA4,-0.017723981233215426,0.04578486302666876,0.06825412257124377,0.12616615038810022,-0.10321383891469209,0.05383878237517053,-0.1035598158386741,0.15079543699793949,-0.01615397555011166,0.12215637864922668,-0.04586570553811125,0.1583711266814484,0.21846377669126166,0.020849360233300973,-0.04029153721382784,-0.0924682175521218,0.13262268579090197,-0.08784450032781788,0.022070246642620264,-0.02576711288338028,0.09815801954621678,-0.0019055567966134723,-0.0984378343751921,-0.015578791913990336,-0.07751825313374344,-0.0820912211237858,0.0347888255761236,-0.14101206194490257,0.04181515580222679,0.02783889483617527,0.023339930629906334,-0.057372926600349386,0.08318380798881253,0.030323244312213116,0.1252485426354192,-0.10825066345977492,-0.17448505113424367,-0.11256669438383768,-0.08828548333396906,-0.1315661862607048,0.08895947440914001,-0.08098487003850635,0.012147182099313612,0.029333187491736648,-0.13844416272792312
PEOE_VSA5,-0.006496375605199823,0.05442801216421714,0.05349097357418302,0.04341256340902852,0.040547301980252075,0.1033872891286236,0.22729298447223845,-0.005107522355282681,0.0027020564490496893,0.008770391682656184,0.04395488657423366,-0.0538289419503961,0.16255694087905662,-0.0021021694147166092,-0.02440086517788892,0.11785840441419715,-0.051748174954846675,0.08660699090846335,-0.138464639306898,0.1007390412803818,0.07305222079568185,0.060099833610205544,0.08180336855283712,0.009888800995978414,-0.12881769183495764,-0.042087426125589744,0.02836035560193184,0.12545050429963608,0.06660765990303791,-0.06172435164843557,0.0775371888596505,0.11490905672792566,-0.00031863813248486986,0.268552798255574,-0.16770431040954287,-0.09511240928296295,0.0898625226904789,0.19267883570285288,0.09294471873142528,-0.18876234784485507,-0.021661778165299336,0.35499395659456584,-0.005985603352095831,0.018034258498581923,0.3137850940032122
PEOE_VSA6,0.05571027480780683,0.0255136780070259,-0.16536540195587213,0.09731495950179744,-0.05618049505629329,0.06967701977780574,0.07078850305236989,-0.027217912631461175,0.17780286610980614,-0.11378137973021199,-0.052558814524353195,0.07381737988084966,0.030570042212539054,-0.09652213324578274,-0.15913876191193704,0.0537490027684811,0.10050522494864639,-0.06344053029020169,0.010455654789149477,0.012784536807640579,-0.15155686982063069,-0.0037243718130684222,0.02912015006725424,-0.058402756607219504,-0.04409782728467605,0.033081073266703426,0.07878355026239053,0.028052590193239003,-0.08866879046798713,-0.07422315666632798,0.1638873515690502,0.10338592964140972,0.013214687247184859,-0.12135248246869741,0.05824141118407915,0.07489016109098856,0.029994911326866935,-0.07510849299564377,-0.16633746106686992,0.04573304125859111,0.0724645843292908,0.0025979649476326055,0.010765335024697245,-0.09111322069256453,-0.06077887752797296
PEOE_VSA7,0.11564181087663765,-0.04590638619220839,-0.11614193084886135,-0.01914761763201891,-0.048512840025772594,0.0775811628321542,-0.040478487808181474,0.10597534193787739,0.0223255800506197,-0.035820257853863745,0.021658331374570152,0.0204909309207746,-0.013411731654391565,0.16680388487526623,-0.027133865400559454,-0.0004075872593347629,-0.010964751962706493,0.018964646331158935,0.030903621080078193,-0.09494765580640166,0.001082458454641392,0.14441085762205205,-0.021278616050058735,0.05686919030832635,0.10787568665476235,-0.07301162243567416,-0.05917390975951993,-0.10385482737054631,0.11226746713742666,0.06113630651035984,-0.13663079608736492,-0.14091361781086628,-0.1063295731683728,-0.03121353559122722,-0.0672378214098545,-0.15220071441281213,0.005682282622856739,0.036957544074624066,0.04671944812927761,0.06194448538213296,-0.08938557033998704,0.03256136203453826,0.007104931029433454,0.09696145488490443,0.10195816590444556
