,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68
MATS4d,0.018945294865683353,-0.007035772457881743,-0.015232261279564688,0.009594910642257589,0.1061171968199696,0.055310489421056416,0.0015896383285487106,0.009517931857716854,-0.08185170677147373,-0.025937448395807968,0.04255331930669525,-0.018808915734889558,-0.0484068488821125,-0.02729668888390172,-0.005175058981940688,0.0259182695893836,-0.017248619288544792,-0.005069545123788878,0.013759082041427515,0.05284678541032164,0.02723430668604118,0.07574962494539575,-0.0005557875460669554,-0.013503609601152896,-0.03411704048428087,0.007705477820001903,-0.01540194434771917,-0.0179557656422859,-0.0052606110197475605,-0.03161853614044476,0.026467061895720092,0.008844233710940503,-0.03249085902959897,-0.04541354807400193,-0.031192971700744213,0.029050009377569186,0.06850755777743786,-0.015426044847911841,0.005670577639113632,0.014498779213243137,-0.03392450940381978,-0.058239167489067704,0.04750513302366668,-0.006670106028108437,-0.035439518198124485,-0.02534783455116423,0.004024186112588011,0.0386929830155867,-0.007914281999322627,-0.002787696026826784,0.027496709765753108,-0.011050369813279013,-0.028060546029670373,0.041435206000632885,-0.026850448791908125,0.00925511173850186,-0.04474845278702703,0.0441757142110992,0.03813569080368131,-0.0064331084459886495,-0.022687749738800354,0.002862853432927931,0.05505285422864493,-0.0034286551654153586,-0.008867146687268835,0.001291953827290729,0.006497184386660294,0.032318465951184705
MATS1s,0.02061234015233317,-0.0002530487347423672,-0.06909075607736875,0.01181381813739118,-6.368522985136933e-05,-0.05855973892550679,-0.05263176583967738,0.011461579938935635,-0.011994059000057235,0.037602422769290114,0.053996824373897225,-0.04778829127915234,-0.008701643782335008,-0.018179879734247485,-0.06753025091363297,0.01801810073834341,-0.02772717748658646,-0.00949784067556834,0.019615154508541066,-0.016032777503549287,-0.05972937539742991,-0.059242200585412366,-0.014625802396973196,0.0654677672397085,-0.0694370162787463,0.041185238465334985,-0.012285719639293875,0.0030513017520068593,-0.031181965150505957,-0.025977155417212967,-0.04985428789341681,0.012096086774921916,0.03362379778179794,0.041185150953228,-0.06265098701586182,-0.010372108245678264,0.031926946445630267,-0.01635365363937691,0.02544235651981959,-0.010776322869496507,-0.013477446883739197,0.03831431392053466,-0.0418581557834902,0.024582474530603603,0.0055015101338373555,-0.030923913773049868,-0.02605599305160425,0.007700782281263328,0.014557982352070417,0.08237361431996287,-0.013268774129845966,-0.03481059789591444,-0.09887788579024273,0.043130209944433194,0.06915378301850172,-0.10437040363801034,-0.021689820738149842,0.029667620787025804,0.058538580706849475,0.045320846142568094,0.07513661006783584,-0.0606194486415409,0.037761940167995535,0.04355658799036028,0.007558427828912723,-0.03026226137484455,-0.0032301103411814815,-0.027081444020316987
MATS2s,-0.02764513846338678,-0.0008888052005718371,0.059051142844717956,-0.07524350094823484,0.03421883193283458,0.012753035520638107,-0.0600633051021611,-0.05397840406544706,-0.014425556677317892,-0.007542506284708227,-0.0045896607569029056,0.0040702716417838685,-0.005011703393848967,-6.894011042425382e-05,0.05144583993817929,-0.042217523801002264,-0.003177502339624945,-0.06290817708371668,0.047577216816440684,0.0171571642307825,0.010918232473115484,0.04260808318253157,-0.02635540294525923,-0.018071972388889284,0.043118491799755514,0.0016300879989602193,0.0396732781765059,0.00980238943058585,-0.004383218708755645,-0.00508234001374599,-0.012087549142132597,-0.03616740360661221,0.0036622632016938654,0.02161431878211134,0.009354862299925177,0.0250682389510164,-0.013909979954722236,0.029698897429873715,-0.00950553130829343,0.002208869695363814,0.05277054492048895,-0.10051875445199465,0.03790322531841182,-0.023793525274679254,-0.06817350709473512,-0.021594150990901985,0.028000671932385833,-0.04071377703105435,0.006978835980608605,-0.0064517796947057724,0.08294564939787766,-0.02258855166791638,-0.0024868312064837486,-0.007211672624469637,-0.008173816018062056,-0.0015056344630675433,0.007637123686373238,0.041570287198826696,-0.026003654871756855,0.004452775377852037,-0.02663071655614487,0.0371866257887408,0.03952311023669591,0.02990955354424515,-0.0002979645525866069,-0.017604764857168307,0.031678434977749435,-0.014205278032944345
MATS3s,0.025243132686128465,0.01940655964071296,-0.04265503000573243,0.0716167328039018,0.00987738834547119,-0.06339295410004038,-0.007718414941651225,-0.034698679263508066,0.03718332385731126,-0.005417118859670479,0.046189466373221875,0.033254531047805846,0.039786027247680766,-0.043463453432913246,-0.051731827604189644,0.05225790303591963,0.029550634195281245,0.028849358524077755,-0.006083686650701489,0.02541514220641145,-0.024260847156226107,0.019060839488608317,-0.01936291572709467,0.05475263285754829,-0.021244856229516818,-0.024007651516454457,-0.03912385980988883,0.023039509953543896,0.029882836723845816,-0.050918032949208526,-0.004733543411885386,-0.04107064094838563,-0.033083925222863624,0.006810153557344657,0.021394188427165044,-0.07248121848532225,0.023197691033641225,0.0428866895568196,-0.01837317769805409,0.019084882469005197,0.0025590001762490254,0.0011829200772006272,0.013449951675201044,0.06864885595030283,0.0699635997958166,-0.007371183400642808,-0.005965861579122474,0.0556891553298048,0.010009007330479307,-0.019482107503652518,-0.055173936430859945,0.019713037414205797,0.020809432951027877,0.01627113587083487,0.03437478765336687,-0.016661987626362677,-0.00965388691008426,-0.045031856172659764,0.04645900358902772,-0.0329667970580611,0.012276723195284753,-0.023387036616532873,-0.006650737075983054,0.010175578041384352,0.03982443532062502,0.0069887723230745045,-0.014393316689342545,0.030830289521809353
MATS4s,0.0014990647626551474,-0.014074257475920613,0.02417464065276146,-0.10770160034774644,-0.04528928259339847,0.05311414155698559,-0.0009350935780705192,0.02720888380976573,0.008304570099748273,0.05253993628634712,-0.04182360875333971,-0.02079969302137008,0.019002725617677314,0.05680059003959418,0.0485131790046709,-0.03604610078734721,-0.005005301183871696,0.00031990947880085384,-0.07093982842989906,-0.019121766392928796,-0.0003058907910206253,-0.018795172872990526,0.007021234360476565,-0.0006745100629762513,-0.03246675200150403,-0.0021919772515603324,-0.03822773262743243,-0.014169863345868098,0.02604968373503882,0.027860959719243714,-0.004762770333223351,0.0008675345702858459,-0.0033189473580954735,0.02819279264654614,-0.016041895819605374,0.04027146557179331,-0.0013658400645089523,-0.0681814617312484,0.012477833648123384,0.004972897998914735,0.01336679553864993,-0.021285832418897414,0.01746055453359351,0.010939542086331655,0.03237019149682073,-0.005937665266861222,0.018008947670415967,0.022635744851072333,0.04264818518277172,-0.036101297940750766,-0.039185142814019004,0.000864239296258601,0.012624835443472282,-0.003755952013714072,0.026204950959045153,-0.0007297857626502228,-0.005533784520228451,0.014895629211026962,-0.007276122980156837,-0.03142292525456868,-0.012541996440770125,-0.003520785022819293,-0.05343437488829063,-0.0067135667604612415,0.01352462749524361,-0.03753435997950397,-0.042861933930479795,0.002793994661965107
MATS5s,0.02663771348470906,0.0040812789302551895,-0.047117220200234025,0.06977259697145159,0.04555185580642087,-0.030146830346411947,0.011911488763183837,-0.049584330346785194,-0.006104337335819321,-0.012540558118035807,0.039136070685395846,-0.0029782187125629903,-0.07186624634546597,0.04090554787522481,-0.06970727841233976,-0.04944442406962694,0.03247790402134647,-0.0015516961868780354,0.01326811541740973,0.02669544583872781,0.04034133445117966,-0.03133213390351873,0.019144387719366825,-0.05173673020029388,0.020800017495311938,-0.02080420397684552,-0.027113940778058118,0.01716299552689335,-0.0726605641821032,0.07162614645709263,0.03360816935720346,0.037506122613527385,-0.03082325184642596,-0.006919580333241424,-0.01932887713833625,0.01069974642112089,0.016476762955816883,-0.032468044703854435,0.02682029014655149,0.016281851285627785,-0.02643032162040951,0.027368209138598033,0.00040965864858263343,-0.03070670638756562,0.005133829043538372,0.04099883235113369,-0.008351455703754417,-0.053185539552124864,-0.03417733791133334,-0.025615370502038756,0.018857965143885973,-0.028891361185144574,0.006894316691241515,-0.022483175044831577,0.015930022223152845,0.03284081287692649,-0.03087672042539644,-0.03775068647463626,-0.07182087339368987,0.0005317981392345745,0.015147468993990684,0.033480800204088446,-0.010124915265272122,-0.07278599061294035,-0.017787403196418385,-0.03713246414090369,0.034175468277204246,-0.06952874349719847
MATS6s,-0.01052599256910581,0.0025429900499983264,0.035645549004923095,0.010824144358415326,-0.000630119229837386,0.057908209329370894,0.012260827922147792,0.042592070356260024,-0.02144558534885876,-0.06275683254017853,-0.07703271883941912,-0.04246906011110678,0.027648355962015907,-0.07303307340743805,-0.06161857176213461,0.11582432388375923,0.014808700180781651,0.04337086224935172,0.007566685418017858,-0.05433022053919006,-0.01656313961541025,-0.02300270987758466,-0.044702048597602795,0.03120857906155601,-0.0014505221670720037,-0.010165217908983098,0.05799282242197369,-0.017660800061060324,-0.0496774210893041,-0.010608181924855952,0.0012783429680136378,0.017009152191137265,0.06502434172732986,-0.06593323317283706,0.011791953119467721,0.02760844888910461,0.0026571965164146295,-0.015083261454138358,-0.05398182066070436,-0.019748308805237303,-0.001320171874706481,0.01031097432447218,-0.025708614248464896,0.03627039557609843,-0.060572094441706296,-0.009060291899452405,0.05111452354936619,0.07648763220671215,-0.03746042762172171,0.04163029786216253,0.0010820615869374258,-0.07261356084023043,-0.03473779043654606,-0.019827202945432065,0.04986597422261071,0.028207335275693336,-0.012369297366671795,-0.007016166230771258,-0.014867512181809215,-0.002079768702570799,0.07721070707099141,0.008024864763339764,-0.02127932011517209,-0.03594249957992196,-0.04710219996245636,0.04626313315058653,0.015952425839868646,0.01298739505218706
MATS7s,0.00864321141011719,0.008241108995288949,-0.037623328655520885,0.08532420475404197,-0.035785270568189594,0.00514880598079896,0.06711524682335542,0.027516679619105176,-0.03478326531136119,0.09478635365718016,-0.005832490244334138,0.004599860353716354,0.02697622314434255,0.004811967978861735,0.05285029319468772,-0.06649496608604501,-0.026321820073574,-0.021274282335535775,0.0030212727923719083,-0.017667508813449903,-0.009120681207612476,0.07444670781141732,-0.0003632758124789456,0.014152173287741522,-0.013209043436402149,0.010829096600537897,-0.0017954677267769258,0.06313858644062831,0.0014659410781452762,-0.033442487514674574,0.03476740061052673,-0.008891211336251812,-0.007228971555211726,0.013889870045118147,0.03685559389173952,-0.031136821624968777,-0.01272071387341434,0.05530816231567472,-0.007420835346984755,0.04020368091877747,-0.012375876666277206,0.02271379635046149,-0.032997224130049886,-0.025699465008132846,0.024888341101411398,0.05529029543466975,-0.028654639569414046,0.006642474207891218,-0.03172708498756381,0.01916616262151947,0.03543774066748199,-0.006747273345703534,0.0278359937482178,0.030611304300566206,-0.04864934704548392,0.0022662701024947552,0.002472977965775596,0.027293093670495358,0.03167416958635793,0.016216357779406516,-0.00146442918681492,-0.012957715168463248,0.0016775831090362749,0.039596918284205085,0.008437298023322413,0.01467377707359367,0.030492790281651663,0.01993394557179314
MATS8s,-0.0023275755299198247,-0.006861896649753128,0.0031048052009304073,-0.04589413028276953,-0.016957515083470088,-0.03538563167541666,-0.04315608518819142,0.04207850584442062,0.05836625141848984,-0.09151837975806434,0.05670838860970102,0.057527906995684115,-0.030308060155892786,0.08192114379663813,0.014536953557100196,0.06275267513942391,0.06628795700512569,0.016095480499438396,-0.0071460626762999,0.04642160942839108,0.019851048908990615,-0.06319869389472589,0.057863624593723136,0.04449474638148099,-0.04941052208861577,0.024031459719607486,-0.022685120546620377,-0.08443928781387723,-0.004063857338200986,0.02014653823191624,0.03386967688332298,-0.029831845872981697,-0.060041202565000895,0.008065335940968282,0.01803198487279312,-0.008079950010606044,-0.022768527749349527,0.021086033688562645,-0.06195901144991336,-0.024695764080719808,0.00390908600364035,-0.04686934018104951,0.043944617242483774,0.011192597651438171,-0.0013299093018335352,0.03411457244789344,-0.01812985939269739,-0.0285272906143669,-0.010375392870757727,0.04256950941581464,0.046551520756359085,0.04549251950575367,-0.04399394936336149,-0.03269609109685317,-0.03178891530437269,0.005797017962759909,0.0022611817050297123,-0.01774000814015787,0.04043196880505309,0.02499481860222454,-0.0020744385150203585,0.019769410651451293,0.017130458550079164,0.031216682572564134,0.013422271548823703,-0.013046827764695986,-0.040321477762697185,-0.019307026396573064
MATS2Z,-0.006856312633378856,-0.007416748497431007,0.07300657454547878,-0.0032606900160172345,-0.024748902697635602,-0.08460988345990972,-0.04006691164872159,-0.01095760855881282,-0.024094815763834803,0.020410387039896068,-0.004388794639868239,-0.05082544957919464,0.0014674512788184274,-0.06845574518482571,0.060245176542612855,-0.06867144860695437,-0.0006212491274314726,0.006314020986855489,0.003427046100630517,-0.011381901831478667,0.025004362816771944,-0.04315716218946533,0.010146819756604945,-0.0027074989270280325,-0.01699832870514627,-0.015797334338531026,-0.04324314521305557,-0.03601132374068447,-0.008264499392121061,0.02211312305384584,-0.0031988511705216176,-0.05501524453214968,0.05105678651486935,-0.07179294845939764,-0.03626313611850326,0.02437409918062781,-0.07722976143076397,0.013100613634216347,-0.029031336187636366,-0.047080319950158094,0.02917382719519226,0.003936775695119303,0.039058634902885705,0.04501262866559833,0.04456062073192553,0.055043246952479974,-0.011114715547892411,0.029970710488084074,-0.014179605425574246,0.0025168662018031744,-0.02297875251569004,-0.00031727080066863196,0.05480226113428152,0.021457272146756686,0.08532099096878165,-0.07084918650239837,0.008791148271291948,0.008877977878896446,0.0432196278662391,0.011487315170422693,-0.03223278178539277,0.017471425182865784,0.012983510481421594,0.0851466266116141,0.0388045625596988,0.0010755853854561598,-0.0033987355721766485,-0.02360639373740586
MATS3Z,0.024952856056461723,0.01331981754555244,-0.041122606566220125,-0.05956276360729307,-0.008513706598108444,-0.07049840473966872,-0.007923131107186393,-0.04316599640560888,0.051048451381730066,0.03674104559915135,0.0018184065459553927,0.015174490215755088,0.05700549535906096,-0.027202630039620816,-0.04400718805323644,0.05952965783750391,-0.056165678468273326,0.06001113246036787,-0.01813103836068463,0.003027454999379359,0.017929382506331474,-0.004930170649945538,-0.005221475271175693,-0.0019307086409780473,-0.06931778546536554,-0.09414558759128053,0.020959832955644464,-0.038040196919432744,0.022690392944582465,-0.011536914013564232,-0.012628113543813038,-0.021600216175911402,-0.028985235179540186,0.02372018066634984,0.0545991291417743,0.037055050464246134,0.013591520364826398,0.004935641437869482,-0.020071857761459522,0.03610243016282624,-0.05475143852298369,-0.036875504192161596,0.01833600510221916,0.018134260727645072,-0.06586731095837343,0.009547964101786491,0.03942513397825195,-0.008683810789479602,0.005018905218477593,-0.013370517893744027,-0.0018635193592234985,-0.019575184489615285,-0.034006563153315135,-0.019781961995840616,-0.045061828955927495,0.04616263017148786,-0.07207137825894339,-0.011580484818985123,0.0176478074883294,-0.044310337486980496,0.061453975885263634,0.008573306108766296,-0.023658305515207905,-0.03642624224267597,-0.013610252439035748,-0.034673769096936924,0.059882948749557595,-0.03784507814799387
MATS4Z,0.004995375012742977,-0.006885651816591971,0.0161207854800398,-0.11340272862142703,0.029520653386925,0.050910720971633815,0.01983676645397242,0.03440974167134549,0.0010861507856258328,0.036311814293165906,0.015110400825742408,0.005652971155368576,-0.03751477306054537,0.030505414128428554,0.033594937664607846,0.0025875034254493694,0.027748809571306016,-0.03740823510821881,-0.023900011968131307,-0.08000166851761185,-0.03396490888994425,0.05815179610602127,-0.048616728939250314,0.008142026968067293,-0.026985966586854804,-0.0010979152007858008,0.0032474823351233114,-0.009259476183073125,-0.024831002822022344,0.06230419915663355,0.004643162205183084,0.013833641745765277,0.016754321769168943,0.0012014627601237657,-0.011672588116813643,0.03279249352592335,-0.0114157076846128,0.0039046632925595227,-0.03611199353189854,0.03869786546726577,0.04234348608881329,0.056446381484016185,-0.03265996715187336,-0.017808711792616266,0.019238687221843482,0.02853667576789281,-0.0049884420361025385,0.006556792205090454,0.015825123085725198,-0.005428127116498124,-0.021288996761248388,-0.021160925746457494,0.02278564393715719,0.02833383486475274,0.002872024402986906,-0.016908621509423283,0.05249918066910833,0.009424026946447405,-0.016263150250511806,0.04606314855971222,-0.061532552020032605,-0.024506062234332906,-0.011361959901888234,0.0016143815443308283,-0.002811769614644601,0.00919441311079103,-0.03663243680050341,-0.05062716470949592
MATS5Z,0.020579304568947836,0.006525239889273769,-0.03775282794803535,0.04209516697354453,0.08221304556938562,0.020182541316225634,-0.014319569791635116,-0.04642440554499269,-0.017200746531652752,-0.051487933573122556,0.047010304040229094,-0.013081923267062156,-0.05642604283693256,0.0006793449653439477,-0.07218614166287546,-0.033884673887973685,-0.00899888707348814,-0.008201484910335193,0.030454865942315692,0.07589356795157537,0.040149058050786994,0.006078774328564137,-0.011079414566555685,-0.018991715056493653,0.0330097691726725,-0.008503240349450998,-0.042167033058517434,0.05808346582760578,-0.013702975075190681,-0.019299807616702053,-0.02142386195593608,-0.02003799536390194,-0.05475543399512289,0.013324947908136254,0.019424782065510432,-0.050769823660152924,0.09063129730339811,0.09246760354291955,-0.03077468232787324,0.012531794660172395,0.006786397678312541,0.054595480170155725,0.058431319048125076,-0.0049289612761992604,0.01896398801768221,-0.012604656722752985,-0.01824779213909015,0.06729574043310049,0.01645308984550825,0.06905387615448631,0.021671949190942036,-0.03263565476727896,0.0068082160287772,0.02092447826658951,-0.06749702226639426,-0.0013519166375691026,-0.006622665240765007,0.007223311356155301,-0.03545950649266942,-0.033320855975550644,0.057199934859955746,0.023978439717372485,0.02707482114972158,-0.0029366922011087654,-0.002017565065494333,-0.04644871854401174,-0.011828406931114834,-0.0003300273667086216
MATS6Z,-0.012205136193816192,-0.010952742577917826,0.03610765369165404,0.019330810618568697,-0.034504286418795285,0.07199428408171504,0.0009233925336303547,0.08049478661317225,-0.02465848632999635,-0.007993708333697155,-0.031963715380272734,-0.03584386807121237,0.052307385507274436,-0.05833154534755806,-0.06244833017915955,0.012728730383564375,0.053847495727883915,0.02314470930516594,-0.00887094084166542,-0.02973571413914787,-0.04918336242517301,-0.04849432904918075,-0.08143340198029789,0.033963307837260516,-0.05665094663379824,0.10979754373226837,0.006185098576073187,0.031055373289760317,-0.0019195316712915021,-0.08085711065264414,0.006470399497772811,0.04328178727638888,-0.013603188735679627,0.033159539976490855,-0.010783310962542762,0.024461264047921902,0.03770289039883108,0.010810916929084329,-0.015846430094883936,-0.01244030392988593,0.08498574421461144,-0.06470346286347353,0.03006603393622561,-0.023791490295356394,0.013748853672843127,0.030202538497420245,-0.020960508846701708,-0.005985150321689927,0.023100834296118197,0.03292222119009821,-0.022905018799339996,-0.010042103991835041,0.04479034059532367,-0.06251415835498644,-0.024659297562373474,0.0034134499913884416,-0.027377808143214017,-0.02521461599373235,-0.0028416850345836324,0.03085522597790569,0.002547368595614122,-0.03559224866971982,0.04409317359654493,0.0036442407112174838,-0.024927184009793577,-0.03376282095137792,-0.0008960467132130599,-0.003448947186814213
MATS7Z,0.004447809603257072,0.01387675049682219,-0.03181425022506006,0.07754073179150177,-0.07812899819824669,-0.02024029181087749,0.04610294532094635,0.021366565545233168,-0.019725852740697023,0.10043389480167893,-0.014776257768313018,-1.4650888099199196e-06,0.03007808541126416,0.06294388786480375,0.03703350081772036,-0.012533116288264694,-0.013471060310051828,-0.010826811158691342,0.013764043586304692,0.05250411295146056,0.03820547362322163,0.003286432260550551,0.015843351581654747,-0.02784406005743636,-0.04107562632937047,-0.0220935951575344,0.0051750270025518776,-0.020958758451643543,0.014923587815691764,-0.06462824241291765,0.041103567565820356,0.003615680491724897,-0.024000731390006382,-0.018595060591863426,-0.006976046976962544,0.006017503925441247,-0.014693451125853416,-0.03051887526955612,0.012693104672154834,-0.0016221202103785816,-0.010147343036928628,0.0182928356479665,0.02926888314612892,0.0014307366686799373,-0.00936816777901437,-0.053411889663807846,-0.0030873865372451096,-0.005592357455127194,0.007266840834793904,-0.0340911359916091,0.021517329300918396,-0.0444111597393764,-0.004113982858298845,-0.02142673952531776,-0.02960399748252315,-0.03460043073827264,-0.045182513697601547,-0.018951109696690307,-0.006784239910048505,0.04537962283932117,0.010333679172418448,0.01483183190688723,0.024019639780772758,-0.034949405210430856,-0.01997205137363315,-0.036372225738823545,0.039748336666138265,-0.006230280118610744
MATS8Z,-0.003562776025095723,-0.008486869220075374,-0.006623381033674002,-0.038118131672674915,-0.0440356472995306,-0.01390732894748918,-0.03793035234709033,0.00021392959695371909,0.0669868704636134,-0.08135309793496587,0.020479918643374992,0.08223588814024181,-0.08026034796493692,0.06398839298430961,-0.008246512402542407,0.07359959398074027,0.07608896843654235,0.02295191134036789,0.0012171254557501105,0.011352056471834697,0.025908268695244086,-0.04115131691622926,0.08253331103992335,0.04434215175072866,-0.047567640356647456,-0.0005541795066550756,-0.04033782822284536,-0.013726896972727751,0.018099607595208504,0.030066579802317445,0.03344144466655989,-0.03436684547194045,0.021987292983009863,0.07392239545905271,-0.04345639994241644,-0.07743256612501193,0.03221278148085042,-0.06080917297858115,-0.019446126617294595,-0.029393220878590684,0.05426010147988183,-0.020683412686106743,0.011595700669641313,-0.014374226079510995,-0.027697053917793413,0.023810531539306935,-0.0034024019134715113,0.026401521949443195,0.0024035864725099757,0.00923102596357698,0.052641404137299196,-0.0062062913395690535,-0.004963071267981112,0.026712300235951267,0.02752180591249304,-0.011018066884868087,-0.0015203521938679824,0.044040590429685535,0.00815370423414213,0.02954295154749853,0.03334669423462577,0.017261822989190014,0.007159443680131377,0.009126066032613614,-0.006193535584147006,0.0024543581391427067,0.008946862094979123,0.001914228303375032
MATS1se,0.01899904062380152,-0.014249234102245092,-0.07285057350288457,0.009869352066825739,0.038805080480408066,-0.036098298325223724,-0.06352591563979477,-0.009943202023958687,-0.036080810221488915,0.00923789804967479,0.010451945975941386,-0.03403142733518477,0.04083562355872805,0.03799731206397378,-0.033398055682283434,0.07901840407351499,-0.03966209860457071,-0.06660020955896345,0.00044553001142454965,-0.004062375575082502,0.06563036319696565,-0.03016475044276905,-0.023875050886337644,0.037323334985882486,0.013391879433269287,-0.005604413082851674,0.026102020579130945,0.0020382701141999832,0.07416172211119466,0.008997619294877336,-0.013345687110467151,0.021882494039816,0.06561908749684335,0.020182479693048146,0.08238687600410612,0.016568420405248113,0.00029072243003462877,0.025986195167095525,0.006551003615900172,-0.011913493442823025,0.005198430196226473,-0.011307721558500957,0.024450322589887715,0.016753575714615127,-0.003281688990696242,0.03769561113542413,0.018454043314572618,-0.003790958582575939,0.020337703722174496,0.09892690272383152,0.01654262726737543,0.002459019028926213,-0.03400456744989514,0.01130363668895658,0.07189556820072024,-0.05765678482995733,0.0044359276885806605,0.037675544345291384,-0.007266832466396362,0.0346543488261137,0.09532338915672148,-0.03648923486467484,0.035307565267803945,0.06325129380999193,-0.011021836156750446,0.03545965320164298,0.0362232726597797,0.009377550187801589
MATS2se,-0.037750321553766904,0.002723477060109005,0.06278818991582329,-0.07012286940564447,-0.020283104270098124,0.010585559007059741,-0.05184654187915441,-0.014162705687345678,0.03205353825963326,-0.018700978010393887,-0.005743119039347043,0.020949954093408833,0.04877232973173848,-0.041806159377502185,0.03846104564048388,-0.05379964428897503,0.01604050630840493,-0.0492676700102602,0.08514125986978022,0.02999011604301956,-0.018334670194747264,-0.006762647371044912,0.005743383378855276,-0.020953546264633482,0.005585082217424979,0.0008200987488458734,-0.012949281769807428,0.03040137657165912,-0.007071648851985502,-0.028643508463378084,-0.01379050529572581,-0.06970246582874559,0.0005856965425865792,0.00935527439259683,-0.038490050710941234,0.03666031495991807,-0.015088436862646529,0.018020295285271114,0.025093440009883068,-0.026569049437359066,0.04549240081666082,-0.048329340911252974,-0.009853800201413888,0.012609018779941885,-0.003270239583901212,-0.009058583030492636,-0.00222250957395279,-0.01453433070003904,0.009007612084633675,-0.042920564053512654,0.015927151312769963,-0.024350437035214906,-0.0008941286590428038,0.005416637457713447,-0.037406693887525724,-0.04832355820790797,0.0073733458871074456,-0.014517251637492963,0.003848940542061361,-0.014273182487202215,-0.04680574256835886,0.0010048070141113951,-0.008614107452529733,0.016398078505650338,0.007176333806381715,0.02612503612385353,0.03006683554329751,0.024568465468437096
MATS3se,0.03292519279249779,0.008861385083459596,-0.04764013566821324,0.047665782288462535,0.028341537197948793,-0.08722433053584595,-0.002678166755466044,-0.04955850761063402,0.03678353670711284,0.029997107461294244,0.07949762455053963,0.015753448007233162,0.03004871978491759,-0.003377317594909095,-0.014783097180079925,0.039267614657190364,0.0003881045424038318,0.01728513630775145,-0.03205580504829922,-0.015671023550923428,-0.019039690235713183,0.04108882426141161,-0.030594298950517965,0.020671980407378783,-0.008270713398011683,-0.04307485867859248,-0.03380756872651067,-0.011582470347889656,-0.005578808184655572,0.02167175952615383,-0.02385761146905774,0.004580407022907558,-0.018017943879296804,0.0011963569072066073,0.02195742745098425,0.005469514790306334,0.051585780293503435,-0.013169004417457249,-0.03262624946670427,0.049496809308570644,0.008982893379119056,-0.004200391173726502,0.008772256457700234,0.03131833597504481,-0.036745957180171825,-0.009394153147178855,0.04599118770705259,-0.01670400115809737,0.013833512899349669,0.01405376863691601,-0.030901098435900175,0.07868048616869426,0.025601786001445876,-0.002357976520989831,-0.014991875449988507,0.07585087393495686,-0.020137499613756604,-0.036807957205519125,0.0011479172575186117,-0.03557532700155183,-0.00021550787717678518,-0.0479542389328841,-0.041491147110230504,0.0240646922081852,0.002727082095787301,-0.08373253507590307,0.005092011031480556,-0.0370472603322839
MATS4se,0.0011487637588829388,-0.020330287374751906,0.03606656067044585,-0.1089358518216492,-0.029611031923110993,0.059346606822145063,0.0019252035352176136,0.030194816568985608,-0.004526805570277767,0.04703673949308743,-0.025844395170011338,-0.03399202227847964,-0.02092573233119048,0.04199681183475155,0.020088352779730353,-0.030749970877891615,-0.004643389566730884,0.006788241009712543,-0.0710747627151608,-0.03032829189731716,-0.004300316468436731,-0.00380334958663335,-0.0005393081501680007,0.012766082085115016,-0.03351367820015875,-0.023300870638633106,-0.0251876556732985,-0.01161088629074232,0.007722636433137911,0.07408378882412005,-0.0030345193604996577,-0.01284911903629349,0.007218302657171946,0.02036840007896587,0.007340646939114942,0.03966280529991595,0.007136965798362319,-0.03028379182601085,0.0006180383798218801,0.0031610026351251647,-0.016670650944395154,0.04541657358064501,-0.011442828357939245,0.005332366159880475,-0.01046898336908785,-0.027589570460108,0.010328681627480261,-0.01575664709430404,0.02664702811292996,-0.04306539956065283,-0.047278803973053556,-0.01645426602017451,0.011528081767592332,0.005206566433262479,0.04001456319537303,0.003616936908863654,-0.028373197951797276,-0.009674655082652037,0.02568252880750935,0.0019006226253153733,-0.024708588777631085,0.0117898581275723,-0.0019666527900864005,-0.028467035513129985,-0.027124062643773247,-0.045542127302374245,-0.005129317567841967,-0.052451961422292706
